70000 3
14.751320 0.376961 1.391599
8.631726 3.395170 11.917302
4.596984 1.476888 9.964816
5.439047 6.942260 -11.089534
14.840376 0.404154 1.419833
3.284500 1.382208 -11.884726
-12.710021 -5.633496 -9.507264
1.343364 -17.863525 -2.529403
-13.917825 -11.126438 -6.303749
-14.526602 -5.430982 -16.026905
-13.141859 -2.983081 -18.632895
-15.784100 -1.258692 -15.318251
13.557712 -10.610979 3.693206
5.440483 -3.372752 -13.762493
16.669085 0.730935 -1.112227
16.924742 1.187509 -1.777550
-14.159098 -5.733889 -9.815541
13.583348 2.583563 3.914173
-7.078907 -10.483243 20.769566
-16.435184 -11.806130 -9.954674
-13.105407 -6.279845 -9.631741
-20.819258 -1.009737 -14.710411
3.246133 1.714812 9.589709
-20.807068 -10.787616 -6.276290
10.649522 -26.818075 -24.273251
-20.051546 -1.597725 -13.713114
10.999437 -30.029409 -25.777645
-4.745981 -8.131118 19.684238
-7.424995 -9.433933 21.330755
2.721982 -20.931910 -6.286678
4.913130 1.604025 8.668923
-19.696743 1.645216 -14.340945
11.139768 -29.185905 -26.856501
-19.723972 -9.639031 -8.113132
15.726130 0.238154 -0.359840
-17.554865 -1.154295 -18.235474
12.950536 -9.627014 3.140337
10.256539 -31.117310 -25.548962
-14.957254 -6.162631 -11.019917
-15.645184 -2.644628 -17.978577
6.610281 -7.192896 -12.469375
5.805964 8.462435 -11.165854
12.837571 -8.936556 4.551517
-21.925297 -9.513846 -7.816503
6.868996 -7.344690 -12.407297
1.232981 -22.300200 -4.351285
-7.475896 -10.514747 20.883888
4.568007 1.712354 -12.319304
10.655200 -27.542572 -20.650108
7.624723 -0.436560 10.442175
12.299510 -26.468887 -26.281141
2.296124 3.715725 -12.111842
5.853689 -5.741812 -12.882791
10.999036 -9.681283 6.084954
3.050563 -22.902851 -5.007649
11.310856 -30.519232 -24.549669
7.147424 6.100914 10.000141
-18.377466 0.237358 -13.225213
-13.792377 -2.043137 -20.334188
10.266026 -28.611279 -26.655672
16.927769 1.541536 -0.826029
10.034582 -31.095848 -26.269337
-7.085332 -11.132794 19.800272
3.497775 -3.704815 -12.450927
-14.755901 -12.877643 -5.077998
-23.125061 -9.698766 -6.530334
14.122600 -10.715271 5.583652
5.116106 5.644692 -10.642501
-12.512889 -6.648679 -8.819843
1.231566 -14.697468 -3.014847
12.080221 -25.653971 -25.859003
15.496142 1.757328 4.531261
5.845610 -8.956070 -12.787997
-0.709949 -20.560507 -4.097301
2.344368 -22.686831 -5.962009
-17.874258 -12.210148 -11.363835
6.559470 3.686245 11.045752
15.660534 2.895154 5.111432
-11.791217 -2.458539 -20.348417
-15.026424 -3.639533 -12.620525
-13.475395 -12.828511 -5.282142
2.955838 4.467449 -12.019620
14.363888 -10.307322 4.652081
10.948067 2.976667 12.124905
-11.597166 -7.517644 -8.065036
-11.326791 -6.089927 21.906794
11.064319 -26.205591 -27.181213
8.372533 0.602124 10.095588
6.662871 -11.014316 -13.791543
5.383589 -5.354652 -13.592179
1.447962 -23.360672 -3.833975
-11.981888 -5.838509 22.145325
6.742870 0.861528 10.895823
12.534213 0.493825 5.773042
-11.777843 -12.209486 -5.894470
-4.801206 -8.055132 21.480650
11.762280 -9.124166 4.871670
-18.040314 -12.666112 -10.025914
-11.507912 -7.589702 -8.014034
13.914626 4.110758 5.232882
12.641751 -9.998337 3.219270
13.661314 0.279144 8.024829
-16.352303 -11.172612 -5.349742
-12.624357 -7.382366 20.019447
5.940453 -8.666533 -13.063852
6.203597 -9.229271 -13.727254
3.671014 3.967996 9.115191
4.630730 -3.910474 -11.631671
-11.967163 -11.622727 -5.980506
16.569872 2.660130 4.070216
16.670897 1.526247 -0.129112
9.858535 1.895718 6.688389
1.821036 -23.975756 -4.503164
15.382231 2.526516 8.032713
12.458273 -9.899160 5.671127
-15.616820 -11.310253 -9.290339
11.274856 -25.214836 -25.482750
-18.722216 -1.545497 -12.217548
-15.649265 -10.450382 -5.023194
-18.247566 -12.942718 -7.093182
16.755619 1.151009 -1.075489
11.354345 -31.083822 -25.282566
-12.170202 -6.133813 -8.415284
10.329407 -30.664215 -25.941185
11.073180 -23.804882 -24.355343
12.629803 -5.154321 11.781318
-11.620780 -7.261865 -8.266058
0.186633 -18.193434 -5.024882
-10.819377 -3.543487 -20.326807
11.628058 -6.554308 10.562177
6.785912 -11.315664 -14.003428
-9.987258 -6.218724 21.846567
6.655660 -10.808401 -13.999411
-8.104018 -7.963329 22.167662
15.755703 0.589859 0.269258
4.777375 -4.369399 -11.601349
13.291125 -8.450216 6.957527
7.430355 5.784618 8.808072
-12.461874 -3.560281 -19.774530
11.144215 -27.543339 -20.323483
15.049966 1.796840 1.197450
7.474708 0.927534 9.313803
11.351984 -9.497180 5.395894
8.334107 1.203000 8.250031
-5.319240 -10.384897 21.117882
2.763921 -21.785288 -6.747262
3.942492 2.897255 9.841622
-18.679079 -0.990899 -12.791707
2.808434 -23.045561 -5.958595
4.240404 0.785645 -13.604023
5.685513 -8.033636 -12.671359
14.371302 0.506676 9.183174
2.885635 -23.013432 -4.875836
5.307573 2.889151 -13.378123
3.922069 2.694439 9.845248
-1.594180 -17.698179 -3.507383
12.488020 -9.653039 3.401610
-13.248136 -12.685769 -9.186294
3.490396 1.770396 8.999100
-20.932661 -11.833250 -7.085414
2.830003 -23.661762 -4.620180
-15.782714 -1.759037 -19.281982
-6.720610 -11.215979 19.897398
-17.872499 -2.940058 -12.976867
-13.152572 -12.612593 -5.792449
3.232831 -19.762197 -6.003143
-11.515192 -3.881312 -19.516731
-0.017164 -19.248070 -4.990227
12.787263 -9.620258 5.056560
3.690839 2.815415 -13.055029
5.112342 -7.705239 -13.601044
7.066500 5.256527 8.270307
12.656343 -10.473866 3.749417
-19.125872 -3.345564 -16.346457
11.897773 -25.467630 -25.419535
-4.170090 -7.608685 20.269779
16.321957 3.124868 0.536539
-18.222101 -2.405897 -12.537086
3.663422 2.363979 9.083291
10.471846 -30.033863 -20.623201
-11.690948 -7.557560 -8.266828
2.017164 -19.682436 -6.715146
-11.618228 -2.964480 -20.803932
-12.699726 -13.032651 -6.878021
6.623159 -10.382825 -13.503468
4.058976 -15.080664 -2.939490
-12.045609 -5.709431 -8.961237
-15.685654 -4.147581 -14.846426
3.319776 -23.512327 -4.109225
-10.574307 -5.926662 21.808552
6.060313 -9.425485 -13.407053
11.900394 -4.916995 8.498944
-11.865260 -7.219816 -8.486427
9.823563 -31.050886 -24.695171
-4.916142 -11.633492 19.492498
-7.272613 -10.471683 20.369875
-12.806711 -11.991652 -5.861928
-15.770936 -5.584366 -12.974243
-11.628052 -6.923579 -8.236163
10.675524 -4.082314 8.974985
11.763260 -24.361824 -23.378929
2.762333 -1.889085 -12.253763
-10.387943 -4.055634 -20.139910
-20.106850 1.782164 -19.080769
-5.752155 -11.670235 19.532402
-22.247232 -9.733649 -8.695930
5.341925 -8.094788 -13.621916
17.144545 3.966925 4.113073
-11.713654 -12.208862 -7.275532
10.870327 -30.447260 -22.182381
5.146528 3.826000 9.710317
16.495995 0.539534 -1.070742
13.872559 -10.615875 5.624715
-17.351585 0.290198 -18.279024
-13.285557 -12.293725 -5.740877
5.104030 5.681149 -10.364052
1.588539 -23.267076 -3.846193
14.135786 0.159722 9.260726
-12.877767 -5.702527 -9.600777
14.599969 0.357078 9.081273
-4.947813 -11.907124 19.616673
-16.813717 -13.608109 -8.349721
14.805225 3.074359 4.179466
-13.806634 -3.062844 -8.518739
17.563267 1.928954 1.723537
12.165434 -4.687197 9.932791
4.171484 3.651439 10.130290
-3.203802 -7.974871 20.827984
-11.516775 -7.092727 -8.041728
-20.389103 -10.804889 -6.106596
11.600555 -24.533958 -22.908737
-15.509380 -12.222888 -10.702877
0.092113 -21.948080 -4.114729
-15.829559 -11.212040 -8.440050
6.102290 -9.465135 -13.093708
4.031401 6.073119 -11.731407
12.118986 -26.237791 -23.121111
-22.595535 -10.494793 -6.985140
-11.633032 -7.608985 -8.497465
3.113097 -21.784885 -4.111042
5.011932 2.717425 10.073952
4.566728 -4.778826 -12.202724
5.704058 3.658476 11.268048
3.347925 -16.210390 -2.006896
-10.492560 -3.866325 -20.312553
5.449245 -2.020619 -10.538533
-4.810286 -11.869331 19.270452
0.547193 -16.097240 -3.557595
-13.284228 -12.068116 -5.298781
12.923597 1.903539 4.417987
14.943707 2.471366 1.633695
-17.739630 -11.874319 -9.168280
-11.348537 -3.301826 -20.622999
10.923760 -26.702099 -21.259363
3.034026 -22.538708 -3.229421
-11.601408 -6.850788 19.878813
3.684869 3.738904 9.280005
-4.778100 -7.372153 20.694611
-10.272494 -4.342189 -19.938026
12.445251 -29.237566 -21.637138
-11.174846 -2.986008 -20.498911
-1.318660 -17.486927 -4.275876
-5.175714 -12.167365 18.936018
11.295308 -26.786133 -20.405619
11.104562 -23.828251 -24.811152
10.566622 -31.146008 -22.504368
12.206264 -25.992311 -23.495996
11.146170 0.064090 10.817852
5.877095 -7.154249 -14.305119
-4.508205 -9.652942 18.977200
1.281366 -22.403250 -4.320724
5.555071 -1.393974 -10.221845
5.905960 1.031085 9.006886
3.818548 -0.556933 -12.545984
-13.929267 -1.889676 -21.147530
3.278473 3.746645 -13.187034
12.782056 0.393505 4.818349
-12.899827 -2.235759 -18.906328
-8.515682 -10.614295 19.978186
-20.008972 -0.142150 -17.241413
-14.087655 -12.314258 -5.632135
3.052234 -20.472898 -5.228683
12.304456 -9.994768 3.885107
-22.287544 -11.030884 -8.315963
-14.798172 -2.682538 -10.732534
1.219122 -16.348114 -3.771950
12.252244 -26.100384 -23.571798
13.976800 1.812752 7.222250
5.929559 -7.031807 -14.311807
-17.844625 -1.277507 -19.160248
-0.343568 -20.927303 -4.081210
10.980857 -7.207208 10.566856
4.562922 1.645275 8.762828
3.925288 -17.244267 -1.948188
-13.387217 -2.106634 -21.186968
5.897970 -5.455202 -12.959782
12.148501 0.227552 5.729916
-12.864744 -2.408587 -19.005859
-8.651105 -10.582849 19.988535
11.468294 -29.384527 -21.882118
-15.824703 -10.510217 -5.367389
-19.094110 2.539168 -13.868202
12.952382 -10.114496 3.104700
-20.082649 0.346181 -18.518457
-14.397704 -5.252305 -9.905782
10.752205 -7.057245 10.060154
12.306420 -26.554596 -25.158203
4.508544 4.032032 -11.503049
6.029455 -8.871513 -13.713116
11.375966 -24.382135 -22.002247
1.959171 -22.986792 -3.882791
1.441880 -18.263071 -2.331535
4.499091 1.588894 8.719840
1.816033 -21.745737 -6.041646
-12.930657 -1.874840 -20.570131
-20.190271 -2.349779 -14.744964
14.412344 0.310982 7.339322
5.156153 5.995291 -12.852132
-6.463964 -11.536100 19.360332
14.706673 1.453549 8.836254
-13.672885 -11.574751 -5.211704
-20.911802 -11.981517 -7.949194
12.692056 -10.097932 3.424934
11.359959 -6.341525 10.617900
-14.250616 -3.824373 -9.839002
-13.682844 -12.509167 -9.182262
-13.561290 -1.821249 -21.114222
-18.134182 -13.016561 -9.210588
4.468834 1.642056 8.661013
2.195381 -17.524570 -1.777492
12.993597 -26.337553 -25.118755
12.536729 -7.013810 9.835797
-6.049502 -11.689598 19.516560
11.139112 3.279204 10.114138
-5.457557 -11.930008 19.062443
4.643054 7.809884 -11.262144
-7.537188 -11.211973 19.808146
10.958625 -6.659560 7.069267
-14.230246 -2.778881 -10.666171
-15.850732 0.526112 -19.600950
12.262970 -25.544144 -24.912685
-16.662619 -3.807640 -13.331755
11.748481 -24.498198 -24.232752
-15.159964 -3.769309 -15.170516
6.042276 -8.678229 -13.437048
13.262574 2.234010 7.951366
-11.733445 -2.995107 -21.267687
-19.503342 -11.249009 -10.110927
13.682528 0.770511 4.324415
8.608631 3.465782 11.840351
-13.444085 -11.229687 -5.294053
-14.533830 -5.193170 -15.944525
-13.117341 -4.303297 -8.793865
13.866232 -7.345468 9.182516
13.722948 0.414447 3.822861
12.961767 -7.673472 8.547965
-6.375363 -11.813243 19.157841
11.400474 3.249482 11.394250
12.956794 -9.769757 4.974852
-8.937419 -6.362433 22.062281
-15.953148 -1.677570 -10.012517
-20.921385 1.939470 -15.132768
7.169067 -5.667883 -12.610579
12.469683 -7.824233 7.587260
6.293244 1.410782 8.166284
12.746669 1.034145 6.763445
13.553296 -9.539203 5.155924
-13.919515 -7.041315 19.808100
13.877971 1.147030 3.715123
-14.689157 -2.863435 -9.086229
-16.400896 -11.914954 -7.223922
3.029394 -23.228773 -5.482080
14.624598 0.293679 1.172214
10.574920 -28.021469 -19.272739
13.621183 -9.165282 5.302460
12.202374 3.373850 5.748361
7.124743 -7.847188 -12.696163
5.821300 5.518952 -10.632525
12.230238 -25.421501 -24.909908
-15.931746 -0.912371 -12.017347
7.172107 -7.695362 -12.792779
10.223748 -7.582292 6.406089
-5.500340 -11.763850 19.254951
-20.344927 -10.326621 -10.282607
12.422879 -26.339779 -25.448137
-15.495667 -0.796090 -16.029196
5.959064 1.214797 8.202528
12.268407 -29.072083 -26.438377
12.772099 -9.560889 4.802507
12.429967 -4.769429 10.635386
-14.489672 -3.633420 -9.489111
-4.395033 -11.222015 18.736670
-12.739987 -12.512484 -6.891711
10.922552 -8.982401 6.477647
-13.631346 -3.866806 -19.928059
-19.375195 -12.369061 -9.252719
13.022134 0.545329 4.443712
-16.597157 -1.729448 -12.731445
-0.221284 -21.054388 -3.813869
-7.982570 -8.007760 21.955717
-12.734353 -12.329281 -6.366340
-18.706165 1.349705 -19.700647
12.843550 0.615524 4.549017
-17.211979 -1.975125 -11.927511
-0.349458 -20.558264 -3.917592
9.022238 5.228728 8.451822
6.931534 -5.649165 -12.147070
-7.361828 -6.778967 21.670422
4.655149 1.713491 8.431184
-18.959885 -1.756639 -13.041370
-0.283381 -21.053328 -3.857744
2.151037 -17.981667 -2.209833
12.503789 0.361388 5.705137
-5.913111 -9.504257 21.101065
11.905061 -9.146230 4.068962
12.790179 -29.058601 -22.714624
-16.026609 -12.797260 -6.546073
-22.613388 -10.472499 -8.833665
6.973474 -9.903749 -14.073344
-13.531750 -6.900819 -11.134784
13.468533 -9.786911 5.149100
-19.727613 -11.471870 -11.008156
11.585622 -24.598997 -23.710323
-20.037647 2.954018 -15.164297
-12.746196 -4.778835 -9.923472
-14.185184 -6.959332 19.447565
-5.347286 -11.792248 19.376068
2.366874 -16.676418 -1.860346
13.480025 -8.798504 4.746109
