70000 3
5.810427 -19.276695 -10.481669
-19.343201 -8.252357 3.855307
34.339298 -18.036297 -3.009732
32.593979 -21.652670 -5.015502
-4.427201 -21.805929 -0.238132
34.644138 -18.152122 -7.430579
-18.506020 -9.352962 3.773584
-6.056277 -21.655279 -4.509678
-12.270998 -5.836564 -25.202562
6.876368 -0.188119 18.650446
-15.483317 15.852604 -16.097523
6.175296 -7.810104 -13.396678
-9.743649 -9.220922 -25.731730
-17.191893 12.492499 -15.612396
0.214947 9.973701 15.269347
6.259679 -7.889446 -12.668881
-1.756137 7.493984 10.319957
2.358518 -16.111166 -7.849660
-10.821923 -10.797249 -32.208763
-1.629003 13.065305 13.435461
-0.154159 7.094860 16.282293
8.477352 -1.633380 19.172035
-1.716403 4.633820 10.248183
5.976093 -10.052245 -11.785704
-3.573295 -18.439358 -0.532833
-6.161025 -19.579899 -5.355394
7.854885 -11.535662 -10.604954
-18.641254 -10.642307 0.734987
2.319588 0.650052 19.638739
2.381092 0.922201 3.390521
7.224128 -2.312825 18.244120
-17.970316 15.608631 -16.605654
-4.482708 -18.239935 -0.750343
-1.506219 9.379779 17.391245
6.548764 -14.323664 -11.041799
-18.558846 14.211699 -18.037205
-11.067787 -5.776532 -24.603985
-0.003270 -16.043089 -8.165349
0.314008 -23.697239 -2.694144
-18.323629 13.106748 -17.007481
34.189045 -20.656734 -7.729580
-1.847942 13.319039 13.755609
1.930313 -26.803753 -1.329945
-19.520132 -8.765303 4.186708
2.952713 0.095218 20.509890
-18.768147 -7.565022 5.083507
6.821158 -18.493444 -8.974608
5.254973 -8.656158 -11.157366
13.247085 -14.632353 -13.299401
-17.300211 13.827724 -17.023502
6.576719 -10.835202 -11.800331
0.778506 -18.105389 -9.978794
-3.549461 -18.967310 -0.964001
31.423176 -18.643320 -1.742895
7.607049 -19.315468 -9.410064
-19.462872 -8.562610 4.224949
-0.054132 -23.897625 -2.783836
2.919226 1.944730 2.465218
-11.639650 -9.651374 -23.081255
2.478575 1.657956 3.874677
7.253629 -17.505053 -8.268282
-10.328417 -5.189367 -18.304842
-21.279749 -14.901099 6.074934
-0.966330 12.910802 16.090399
-15.593498 -9.440571 4.012836
-0.424749 13.380579 15.367573
-2.492066 4.462389 11.864161
2.098904 -18.496553 -9.170999
-11.656031 -9.492640 -29.981133
-4.824997 -22.845860 -4.467866
-15.910694 17.887264 -19.715334
-18.774935 -8.040261 2.653108
2.945827 -1.658262 19.261726
-18.776884 -10.142381 0.932021
-18.887962 -9.020943 2.765839
2.483600 0.819374 3.247572
32.909096 -18.448015 -2.152830
-4.941811 -22.482222 -4.882802
11.243264 -13.452275 -12.463234
-0.421669 -17.014036 -8.102128
1.411526 -25.873705 -1.001961
8.817870 -1.854267 17.626431
-2.260165 7.896584 14.595746
-20.353323 -11.482002 1.815694
-10.835331 -9.925514 -29.937836
-8.569024 -3.087522 -15.182400
7.778965 -1.182065 17.795242
-0.552961 13.242599 15.433192
-17.679363 16.834620 -17.058163
-8.966805 -1.265949 -16.978441
35.740387 -17.878689 -6.944730
-1.600071 14.233438 14.134681
-9.694070 -7.895408 -23.155588
34.758736 -16.982449 -7.484829
34.312187 -16.735092 -2.759144
-9.942373 -7.196162 -23.412416
-10.568257 -11.195525 -26.860973
-20.497866 -12.369500 4.208249
0.213310 -25.301474 -0.598370
-2.808264 11.973630 13.438957
32.430294 -16.302221 -1.822901
8.465798 -13.014777 -12.058025
-16.184305 17.172165 -19.418562
0.587255 3.586168 6.640269
-17.281462 -7.965677 6.084719
-17.306456 15.102813 -20.803276
13.459003 -14.916924 -14.284835
-3.526490 -22.046957 -4.351742
-4.270724 -18.901802 -2.829675
7.953832 -0.731036 17.017279
8.678650 -19.160097 -8.972725
2.831379 -16.718773 -8.140329
0.330847 6.033131 16.168301
34.986229 -16.774885 -7.330722
-5.237631 -20.165823 -3.295264
-10.475243 -5.868352 -24.244123
31.561020 -17.017504 -0.572528
-21.340807 -12.474442 5.257240
32.544235 -18.006960 -2.209393
-2.399396 12.617577 13.298668
-0.073145 0.837209 5.900127
9.703225 -11.993972 -11.473244
-16.299791 16.016661 -19.321840
1.963190 3.005179 5.494437
6.271702 0.420963 20.694830
-16.138008 16.238260 -22.531475
-3.892325 11.119742 14.090344
-3.071795 -22.588806 -3.395158
-1.368150 2.260283 11.594964
7.824294 -1.274622 17.326090
35.823318 -16.594193 -7.113684
2.779120 -16.825741 -7.798406
-10.584672 -10.555752 -30.872330
35.068794 -16.995647 -7.947338
-2.733491 5.307736 17.116659
-9.614981 -7.511218 -22.944183
-17.560957 -9.336438 2.032750
-21.940163 -14.132655 5.791149
-3.762908 8.270000 13.161446
-1.968503 12.924428 13.295913
-17.402382 11.810540 -12.936636
7.418078 -10.436599 -12.802097
-2.846625 -19.525572 -1.407374
1.582183 3.640454 4.895963
33.150906 -20.046885 -9.140342
-18.437212 13.990110 -18.799770
-18.526785 10.944958 -15.143910
-3.448530 -22.666737 -3.552184
11.331463 -19.309669 -12.499659
7.389929 -1.937068 16.831503
-2.992810 2.280607 11.069408
3.938093 -17.419294 -7.791546
-18.186773 -11.510400 -0.110246
-10.430194 -3.834178 -21.573849
-12.101012 -5.351066 -24.789602
6.820018 -11.713401 -11.483169
10.531990 -10.381983 -12.254467
1.988464 2.994054 5.388119
-17.147562 12.165164 -13.804325
7.846622 -10.884989 -12.639306
-11.212163 -8.887713 -21.739941
-21.269915 -13.601499 5.740784
-2.281539 6.560507 10.054457
-0.619466 12.668390 15.647161
2.901855 -17.041225 -9.441374
-2.946274 12.336336 13.836529
11.170665 -19.913946 -11.468290
34.317745 -17.600235 -6.609705
-1.859666 3.392559 13.706019
3.099569 -16.656761 -7.751271
-16.604401 13.949574 -17.855324
2.361054 3.179391 3.609204
-0.669896 -21.992390 -0.193423
6.940084 -11.701385 -11.741499
-10.387287 -6.228563 -21.273138
-1.786828 12.088710 12.431863
6.443499 -13.848570 -11.420349
33.523911 -18.436466 -4.496792
13.970441 -15.188050 -14.534914
8.716359 -1.255958 17.859446
33.526524 -17.403685 -3.637196
7.577096 -10.255948 -12.904067
-1.390377 7.150110 16.449371
-17.659790 15.771741 -20.707142
6.207780 -0.708412 20.661007
-3.719554 -21.421047 -4.428463
-18.468435 13.106755 -16.311380
32.750908 -20.084255 -4.096245
1.764702 -22.924456 -0.961955
-5.076168 -20.207695 -4.387354
-2.470661 3.628130 14.504896
-3.748132 -20.147659 -3.285164
-21.297319 -12.739516 5.897506
-9.271964 -2.872697 -20.280493
-11.648815 -10.563787 -24.147181
-18.182680 14.330544 -19.410948
3.532402 -0.465566 19.958036
2.527623 -16.953547 -8.046111
11.278844 -12.871683 -13.617070
-9.422223 -3.671194 -17.754618
-1.906901 3.436706 13.781146
-21.762962 -13.344074 6.022760
-19.009123 -11.143502 0.795724
-0.223893 -16.947166 -9.331579
32.223492 -17.663454 -2.147665
-2.310618 12.650421 13.185887
9.241394 -20.446947 -12.247796
-16.701174 15.775351 -21.519821
-1.054282 -21.012821 -0.004952
-21.753098 -12.422263 6.055299
33.514568 -18.523094 -2.396287
-2.261104 12.944212 12.802340
-0.067421 1.598501 8.524355
7.885262 -10.442198 -12.380256
-3.476239 8.224971 12.752534
-18.691416 15.204485 -17.297318
-1.810531 2.043532 10.429761
3.859578 0.136321 17.612803
8.738346 -19.143341 -12.528687
1.789908 3.501216 4.573265
8.253222 -12.530552 -10.320303
-4.472885 -21.839846 -4.362090
9.111412 -11.895610 -12.360869
-21.867449 -12.699876 5.526926
6.788624 -18.445908 -8.909720
-2.729701 12.733751 14.059355
7.288716 -13.662318 -9.434669
8.980859 -1.508703 17.573759
8.613841 -19.101910 -10.349135
-9.459271 -3.566676 -17.475210
0.959338 11.041213 13.788235
-21.615852 -13.710927 5.957382
5.106601 -0.280827 19.007872
-4.722914 -22.503803 -2.402357
7.379660 -18.600565 -10.979677
-9.560549 -3.330146 -16.788300
1.288075 1.696214 16.463842
-4.987761 -19.647026 -2.211973
8.114473 -14.646970 -9.160673
-9.075814 -1.555726 -17.326078
0.671226 9.084086 15.844092
-10.332807 -3.671960 -17.848904
-11.847775 -9.540823 -30.459936
34.441422 -19.465805 -4.272436
-16.768208 -8.175441 2.293484
-0.674924 12.943441 15.465835
5.710288 -17.608496 -10.220086
5.981187 -9.959532 -10.774108
4.637610 -17.007215 -10.548330
-20.675297 -11.386867 5.802289
-12.124900 -6.772038 -26.580290
-17.985458 14.364449 -19.791157
7.525460 0.221622 19.039755
8.392227 -11.160386 -11.871943
-1.134011 -18.341478 -0.332883
-2.742379 -23.798042 -3.130145
9.422960 -12.766926 -9.848856
7.521746 -10.178341 -11.615808
8.604352 -18.661242 -10.328472
-22.092194 -12.888401 5.656509
-2.106350 1.292834 8.372577
-4.356101 -22.002951 -4.584793
-18.002699 -11.801371 4.037965
5.693517 -9.663757 -11.410364
12.499821 -13.885850 -14.154231
-21.133080 -11.642918 5.683911
-10.926240 -8.476648 -28.002235
1.412599 -18.429098 -9.540051
1.413983 -21.654554 -0.094274
-22.097685 -11.990678 5.351464
0.028676 1.421692 17.974323
-5.065141 -20.747360 -2.766190
-17.746895 15.412752 -14.359303
1.623574 -16.411524 -9.337056
-17.426624 -8.388474 4.289015
-22.563292 -13.076190 5.062109
-0.914277 8.027675 17.399382
8.740671 -2.741410 17.331709
-11.765996 -9.825756 -29.894018
-18.382944 14.002777 -18.775122
-1.236280 3.188336 9.008915
-8.711300 -1.572180 -17.422909
-11.838936 -11.436169 -27.601189
32.374325 -20.976118 -4.821471
-16.847378 -11.698084 3.626295
-18.491926 14.578470 -16.006933
9.100042 -11.362613 -12.764082
1.199452 3.737826 5.266482
-1.415074 8.475489 17.137545
-2.911012 12.632617 14.081837
-11.490816 -10.219863 -30.088654
1.233735 3.654658 5.274235
-11.965055 -9.159942 -23.723614
-0.126048 -17.002371 -9.415254
-18.359766 -8.941312 2.729526
-5.178628 -20.154982 -4.361094
5.713527 -11.779100 -9.244725
7.130020 -10.422813 -12.568168
7.209594 -15.155362 -12.197206
8.700558 -3.539405 16.974264
-10.659279 -5.090283 -19.530199
3.261524 2.064093 2.879039
3.150389 1.219834 2.336590
0.991512 -17.636168 -8.439229
-1.304463 2.357035 7.463432
-18.384838 14.017872 -18.203892
-1.703604 -19.592571 -1.264220
-0.050920 -16.911579 -8.507455
10.704907 -19.024385 -9.847193
-2.209404 14.072965 13.883841
-0.982761 -25.621719 -2.293180
31.938667 -20.084423 -5.356297
9.079263 -19.134512 -9.435685
34.370895 -17.733992 -6.813786
-15.999070 14.661851 -15.368197
-18.018114 15.148674 -18.472685
-18.806818 -13.648689 5.479549
-2.363531 12.410466 12.948632
10.017688 -20.085747 -12.577080
34.368504 -18.818937 -7.642142
0.250294 -23.246914 -2.896519
2.548464 3.115879 3.480249
10.656942 -13.726996 -11.724038
9.145795 -2.327331 16.654278
34.232525 -16.251139 -6.899286
2.325224 -16.772041 -7.653242
8.696707 -12.371191 -11.567336
-8.750257 -1.802944 -17.524698
-11.133396 -11.199856 -31.611794
7.737450 -1.619305 17.172768
1.625669 -25.305656 -2.198834
-8.752815 -1.487135 -17.381973
-21.364622 -12.839729 4.297582
-18.449984 14.080943 -18.475521
-10.843500 -8.625795 -24.527815
31.176224 -18.706610 -1.895108
-4.846117 9.597858 13.841097
33.866589 -21.605457 -6.632389
-12.473832 -11.250284 -25.339262
-9.427085 -3.460174 -18.098202
7.369416 -1.149459 19.755005
-21.110550 -13.311538 6.263059
34.502899 -17.149004 -5.438891
1.715585 9.974682 16.182447
8.176443 -19.204681 -11.816399
9.039382 -9.775243 -13.224167
33.290257 -18.874033 -7.906530
2.792437 1.185424 3.234311
34.196293 -16.366257 -7.699341
-17.958305 12.600503 -18.260981
-9.358735 -6.545351 -19.308933
-6.411471 -21.770937 -2.841514
1.585420 -27.327322 -2.097639
6.973583 -4.092902 17.670462
-12.053396 -9.539579 -28.907190
-1.036712 -17.139858 -8.662381
-11.698594 -4.787809 -24.264994
33.028358 -22.202642 -6.226123
0.542219 1.904221 8.128970
-7.545592 -1.867443 -15.671150
-20.393892 -12.261305 1.609412
-20.687235 -14.258280 5.385441
-0.253756 -19.717585 0.301523
-0.965950 10.730364 16.273733
-0.254787 0.604871 8.557480
7.476502 -8.438412 -13.942814
4.192734 -16.496059 -10.079874
-7.132880 -20.438213 -3.140860
-11.883627 -11.343183 -26.460119
7.407344 -3.900614 16.798653
-1.889446 6.097001 17.012444
-2.505918 -16.974779 -8.729029
-16.404871 18.590702 -22.164501
32.989494 -21.559122 -7.850992
-3.732588 8.809724 13.944482
-7.813734 -0.747547 -13.437066
-9.667193 -4.563026 -17.647358
-22.409393 -12.940161 4.663694
33.394703 -15.552083 -5.720412
-3.947538 10.380246 14.384461
-1.391728 4.503317 9.666247
-7.327990 -19.020014 -3.959980
-17.395679 15.887872 -15.526613
8.024688 -1.022532 18.288683
-0.429661 -20.769978 1.143835
-2.562063 -16.927099 -8.720981
-1.954054 0.488835 8.272695
9.332088 -2.493169 17.162205
-2.381178 2.681448 12.157258
-4.387193 -22.640556 -3.864782
-15.915212 16.241304 -23.869244
-7.925014 -2.118272 -15.570333
-8.163393 -2.057678 -14.928068
0.190954 13.351857 14.437813
-9.097240 -5.033813 -20.107010
-6.987208 -18.991426 -4.469680
0.895166 0.477348 7.982502
2.407450 1.424358 3.755083
-2.038635 7.245937 10.920085
-22.494867 -13.599301 5.303850
-0.903216 0.455440 11.570580
7.147410 -2.279302 18.649002
-2.519911 -19.476389 -2.271287
32.112396 -22.211851 -6.170981
7.171997 -19.440277 -9.937766
-4.581887 -22.530870 -5.095412
-3.103948 -23.015963 -0.887932
2.938692 1.633502 2.823171
34.976505 -16.729332 -6.422421
-1.348157 -17.426151 -9.448573
34.112885 -16.880655 -7.153656
30.867962 -23.104624 -5.082017
-0.124738 0.303554 18.737906
-2.171534 -16.870111 -8.911961
-17.612516 -11.848526 1.914827
6.328981 -7.464621 -13.560657
1.935303 0.236802 19.892887
-7.914948 -0.543171 -12.999353
-16.380516 18.331511 -20.865088
-8.103545 -1.001512 -13.551437
-17.829126 16.829926 -18.915529
2.232274 2.809289 4.136812
-8.850533 -4.736368 -19.842897
5.375112 -1.629190 17.767691
1.721687 10.116430 14.781493
7.302116 -8.808160 -12.515988
31.462101 -18.551905 -1.326320
0.657343 2.136662 4.827101
-3.461371 9.929345 13.972964
7.703259 -1.012694 19.001299
-2.534521 8.821210 12.212650
-18.409554 14.238679 -16.325439
-19.400883 -14.479938 5.965459
-1.269386 13.227670 14.658443
7.773697 -19.140532 -10.389071
-20.819111 -14.350150 6.249138
-9.635117 -9.223617 -23.478966
-7.917682 -2.530628 -16.423021
-1.309962 2.395652 12.964550
-21.247644 -13.357031 6.202041
-9.785417 -9.075095 -25.753777
-1.498513 13.243626 14.577483
-18.263763 -10.572621 -0.055563
9.135589 -2.046269 17.289433
-4.617337 -17.701681 -1.756263
-2.216039 13.842768 13.340598
-1.030114 -25.072208 -0.928337
-21.966692 -13.332892 6.466830
9.950421 -11.776280 -12.411187
-17.898737 12.677822 -18.151669
6.718508 -17.902660 -9.163722
-6.811201 -20.038015 -3.253242
-17.836803 -12.729847 5.612096
6.323189 -8.466983 -12.672175
-18.707859 -12.279396 2.253616
7.651457 -2.231589 17.906425
-10.663179 -10.196163 -24.942152
-8.330942 -3.535949 -16.007353
1.393826 10.136115 14.028374
9.164154 -2.725107 17.663040
10.080783 -15.021091 -8.927563
32.530277 -22.285564 -5.838622
-16.253454 15.462469 -14.580911
1.041222 0.214048 4.233213
6.891851 -18.644119 -9.456293
-1.652282 13.598686 13.712461
32.366417 -16.138737 -2.011647
-2.341307 -16.822926 -8.529121
-17.896236 -13.612195 4.565052
7.538260 -7.851549 -13.629950
-6.612822 -18.959473 -2.570738
-7.880826 -0.914733 -14.090854
-15.037910 -7.997505 4.512989
-1.042885 -17.163486 -9.836397
5.974566 -14.579777 -9.714238
-21.913254 -12.739155 6.911427
-16.154854 18.609219 -21.527395
-7.943859 -1.740231 -14.991326
2.770571 1.520336 17.287247
-1.921262 -16.884464 -8.798293
33.555271 -15.844268 -6.114319
-18.029081 11.855216 -16.223000
-18.259481 13.809290 -18.425161
-6.728226 -19.761822 -4.074723
4.318007 -15.873414 -7.968857
-2.040739 -17.022631 -9.262963
2.160977 2.799091 18.039585
31.474279 -22.628412 -3.789278
-10.642135 -8.162436 -20.145704
5.847878 -7.152417 -13.225858
14.001777 -15.496396 -13.308561
-17.961111 12.100600 -16.839823
2.020219 -25.006144 -1.557692
-8.232032 -3.228466 -15.682668
0.708356 -1.169805 7.684996
-6.472335 -17.807049 -3.427559
33.310764 -16.414963 -3.386601
-0.455434 12.264191 14.823459
3.043636 2.404926 2.923540
6.971260 -3.693091 18.043196
10.898705 -14.142437 -13.366499
-6.581763 -20.177031 -3.634311
-12.308056 -9.317656 -29.165106
-22.315214 -12.830485 4.718940
-1.096550 3.046364 13.079994
0.086687 -16.908558 -9.206405
-0.936830 2.432857 13.245652
-18.395584 11.714360 -16.219782
-3.464016 -21.103636 -0.194342
-0.981035 1.135254 7.549157
1.160237 -19.248827 -11.171798
2.687830 0.048702 5.994952
1.447905 1.550249 17.891708
-0.614435 13.121810 15.082552
-16.925961 15.366080 -13.701653
-2.244597 -17.057940 -9.231776
-1.340725 -25.360514 -2.484728
31.177568 -22.372578 -3.590154
-2.109957 -18.475582 -0.840491
-21.402697 -12.558749 2.869373
-2.634144 -20.278170 -2.963440
-7.697403 -1.578261 -15.180946
-11.763530 -11.067167 -28.373697
32.582558 -21.062986 -3.603787
0.742997 -26.424288 -1.536378
-2.234619 -16.654190 -8.506083
-20.673742 -12.018339 5.980850
-1.701741 12.241219 14.802411
-8.562278 -5.027391 -18.918486
-1.033755 11.565697 16.168690
-16.560226 -7.604187 4.322358
6.114380 -7.148238 -13.313743
-10.567775 -4.328902 -22.934605
-18.101526 11.616412 -16.021257
-16.500900 -9.537811 1.473541
-6.774192 -20.420660 -4.041605
-1.635315 3.334701 7.967515
0.228910 1.744217 5.199050
-1.481492 -21.244843 -1.239385
7.048480 -7.628852 -13.414037
31.189121 -19.757641 -2.237946
-21.535038 -11.840179 6.153964
-15.306649 16.614878 -22.845226
-0.193050 13.444887 14.511322
-16.190641 15.867374 -15.471702
5.611652 -7.079637 -12.940969
33.989765 -18.047276 -2.207779
6.983771 -7.857925 -13.893048
-17.609598 -11.136919 0.431454
-18.065098 11.161557 -16.431372
31.307741 -19.338095 -1.323820
31.025629 -23.233564 -5.527972
33.585358 -15.732970 -3.792158
32.561687 -21.511250 -3.853189
-3.578456 5.181480 14.524658
-9.509215 -3.498582 -15.955197
-16.461445 13.115318 -15.350847
-21.403599 -12.883613 4.341239
-11.254273 -4.453254 -23.650864
-3.007498 11.237303 13.023085
-10.798676 -7.832173 -22.185209
9.734685 -9.262598 -13.389636
-10.892866 -11.139523 -25.623791
-0.883557 4.721460 8.712464
7.362100 -10.297853 -13.403835
-17.891768 13.276498 -19.649466
12.105472 -16.134529 -11.205407
-6.080981 -20.851709 -3.459530
-18.794071 -12.414421 5.612468
8.975248 -2.312820 17.719925
1.116058 -25.354279 -0.514551
3.156856 -18.082079 -10.894511
-16.455774 -9.708443 2.261771
32.548126 -21.593189 -3.796346
-1.565332 1.917418 10.786846
-9.604839 -3.490180 -16.081642
11.413752 -13.132798 -11.683449
-20.799524 -12.379693 2.347489
2.449591 0.278691 20.711742
-2.301634 12.654320 13.019418
-17.364357 -7.815625 5.091729
9.447051 -8.983661 -13.535050
-9.524255 -3.564702 -18.371445
-1.443959 5.043863 9.672407
7.428377 -10.076220 -13.282468
-17.819859 13.303777 -19.772587
33.275696 -17.629263 -2.830601
-4.289898 -22.198078 -4.866169
9.809078 -20.447208 -13.811108
9.382105 -2.749403 16.885986
13.084932 -15.405983 -11.836847
1.528486 -17.834480 -8.805450
2.859238 0.719582 20.475603
33.564568 -21.445232 -5.189714
-11.705946 -9.501079 -27.184647
-8.176752 -2.386464 -15.193276
30.613817 -22.208815 -2.684599
-21.857214 -12.726683 5.044865
-18.929956 -9.317189 3.001427
-2.369370 12.717948 12.921212
-20.116400 -13.967085 4.760441
8.646587 -9.266748 -13.975017
9.644481 -18.342783 -8.705584
-0.516748 3.009081 11.423865
-10.445689 -10.561966 -28.983704
-18.020115 12.052245 -17.642107
-0.958347 1.846663 12.597000
-6.263423 -20.809580 -4.408773
-0.529932 -24.576181 -0.440924
9.268044 -2.593275 17.253351
1.899705 0.838919 19.916414
1.948524 -18.286442 -10.130781
-4.342630 -18.028584 -1.775918
9.576324 -9.192868 -13.642501
-1.586089 -21.398184 0.535927
-2.206020 12.770986 12.903947
-18.133112 -7.957429 3.499299
34.038002 -22.011253 -5.161959
2.360256 -0.409551 19.151876
-18.181662 11.958921 -17.309717
-0.307419 5.639873 15.838435
-18.051165 11.458667 -16.496418
-11.889235 -11.600038 -30.396841
-18.063881 12.646908 -18.770111
5.471610 1.266581 18.494392
2.720143 -17.895882 -11.118770
10.806565 -12.372410 -14.438920
32.908882 -22.304148 -5.158147
5.749128 -16.584694 -9.390491
31.708834 -22.769609 -4.810499
6.213522 -13.454947 -10.800593
-8.337043 -1.988177 -15.446092
-2.200806 2.182138 11.375883
7.862162 -7.503454 -13.565265
0.452108 -21.759277 -0.600658
-0.341387 3.902947 8.295876
-1.376741 8.593318 17.021286
-6.218111 -20.546022 -4.883213
5.732841 -12.020705 -9.349021
0.350277 -18.287628 -10.401642
2.764093 -1.537510 17.913078
0.020697 4.157127 7.454863
3.795152 -0.936003 18.452469
-17.984129 11.725121 -17.742350
-0.990319 5.999874 16.760719
7.593682 -2.421603 17.951437
-16.574562 18.195795 -19.737108
3.788537 -19.677324 -11.219368
11.662771 -20.360607 -12.203000
-9.956579 -2.118891 -18.602324
4.904017 -0.553312 18.503525
-2.423910 10.675494 12.501003
-2.065453 3.631417 10.168304
7.151290 -2.415492 17.275127
-15.809480 16.601875 -25.158632
-0.342960 3.400895 7.348768
2.087660 -19.365145 -10.803710
-3.483543 -21.492609 -2.476779
-21.030453 -13.971442 6.469122
1.250396 3.883493 5.028059
31.005732 -17.635868 -0.538877
6.777527 -2.390688 17.227299
1.777186 -27.351879 -2.611962
-8.794243 -1.186320 -16.893654
-11.746112 -8.740074 -29.317078
32.866138 -22.255217 -5.161736
5.609597 -18.495306 -11.933791
-8.999767 -1.245069 -17.013739
6.521963 1.025903 19.291893
-18.036858 11.712769 -16.691786
1.443973 -22.618279 -1.010803
33.573872 -21.731453 -5.696301
7.783719 -14.395050 -12.894464
-2.539956 11.124677 12.332012
35.079876 -19.439058 -6.734682
7.843236 -2.156067 17.855474
0.995303 1.015241 18.368933
1.720393 -18.644814 -10.079645
-17.249882 11.645929 -15.397362
-6.346007 -18.867769 -2.997632
6.679931 -0.458188 19.622955
8.082898 -9.206818 -11.567163
-0.767449 -22.356094 -0.009248
-0.814749 4.592947 8.438468
6.200406 -17.914471 -11.052464
-20.962049 -12.203009 2.527924
-17.637657 16.608400 -18.868832
-6.520034 -19.132437 -3.475785
13.216519 -14.200517 -13.661013
-0.937373 4.623225 8.492551
5.782563 -18.660971 -10.373163
-20.504179 -12.044845 2.259344
1.237439 8.169583 14.445292
-9.642905 -2.145915 -18.957548
-16.534237 17.471870 -18.156147
-2.123529 12.549508 12.668142
8.018993 -18.801447 -9.856603
-21.005072 -12.208355 2.351645
-18.406914 -8.645397 3.568335
-1.361217 4.698147 9.649263
-18.114588 14.824127 -17.074585
8.510452 -1.267467 17.807287
34.397896 -18.609858 -3.019171
-4.637350 -21.771963 -1.912374
1.910604 -25.241714 -0.795573
-8.706587 -0.997539 -14.207804
0.856541 -15.774791 -7.892290
7.400112 -2.724631 17.591383
0.938004 -21.413549 0.145285
31.513731 -22.450111 -4.302348
11.419151 -20.070574 -13.817936
